"anon","ruletype","sequence","rule","rt_in_seconds","answer","response","accuracy"
25,"xkc","7, 8, 9, 10, 11, 12, ","Add 1 to each number",3.249,"13","13",TRUE
25,"xkc","2, 11, 20, 29, 38, 47, ","Add 9 to each number",11.213,"56","56",TRUE
25,"xkc","8, 10, 12, 14, 16, 18, ","Add 2 to each number",4.357,"20","20",TRUE
25,"xkc","10, 16, 22, 28, 34, 40, ","Add 6 to each number",4.348,"46","46",TRUE
25,"xkc","5, 8, 11, 14, 17, 20, ","Add 3 to each number",4.877,"23","23",TRUE
25,"xkc","2, 4, 6, 8, 10, 12, ","Add 2 to each number",3.258,"14","14",TRUE
25,"xkc","6, 8, 10, 12, 14, 16, ","Add 2 to each number",4.113,"18","18",TRUE
25,"xkc","7, 17, 27, 37, 47, 57, ","Add 10 to each number",4.299,"67","67",TRUE
25,"xkc","2, 11, 20, 29, 38, 47, ","Add 9 to each number",10.447,"56","56",TRUE
25,"xkc","4, 11, 18, 25, 32, 39, ","Add 7 to each number",12.211,"46","46",TRUE
25,"xkc","4, 5, 6, 7, 8, 9, ","Add 1 to each number",3.691,"10","10",TRUE
25,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",8.089,"25","25",TRUE
25,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",3.642,"25","25",TRUE
25,"xkc","4, 14, 24, 34, 44, 54, ","Add 10 to each number",3.988,"64","64",TRUE
25,"xkc","6, 13, 20, 27, 34, 41, ","Add 7 to each number",10.98,"48","48",TRUE
25,"sumtwo","1, 12, 13, 25, 38, 63, ","Sum the last two numbers",13.729,"101","101",TRUE
25,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",4.275,"28","28",TRUE
25,"xkc","4, 12, 20, 28, 36, 44, ","Add 8 to each number",17.734,"52","52",TRUE
25,"xkc","3, 6, 9, 12, 15, 18, ","Add 3 to each number",4.384,"21","21",TRUE
25,"sumtwo","8, 20, 28, 48, 76, 124, ","Sum the last two numbers",14.461,"200","200",TRUE
26,"sumtwo","11, 11, 22, 33, 55, 88, ","Sum the last two numbers",109.454,"143","222",FALSE
26,"sumtwo","7, 16, 23, 39, 62, 101, ","Sum the last two numbers",327.168,"163","202",FALSE
26,"sumtwo","6, 11, 17, 28, 45, 73, ","Sum the last two numbers",39.433,"118","45",FALSE
26,"sumtwo","8, 8, 16, 24, 40, 64, ","Sum the last two numbers",23.315,"104","104",TRUE
26,"sumtwo","2, 13, 15, 28, 43, 71, ","Sum the last two numbers",29.442,"114","114",TRUE
26,"sumtwo","15, 16, 31, 47, 78, 125, ","Sum the last two numbers",54.038,"203","203",TRUE
26,"sumtwo","1, 20, 21, 41, 62, 103, ","Sum the last two numbers",13.409,"165","165",TRUE
26,"sumtwo","8, 10, 18, 28, 46, 74, ","Sum the last two numbers",11.762,"120","120",TRUE
26,"sumtwo","2, 9, 11, 20, 31, 51, ","Sum the last two numbers",9.446,"82","82",TRUE
26,"xkc","8, 14, 20, 26, 32, 38, ","Add 6 to each number",27.656,"44","70",FALSE
26,"sumtwo","10, 10, 20, 30, 50, 80, ","Sum the last two numbers",37.819,"130","130",TRUE
26,"sumtwo","12, 15, 27, 42, 69, 111, ","Sum the last two numbers",22.035,"180","170",FALSE
26,"sumtwo","10, 10, 20, 30, 50, 80, ","Sum the last two numbers",20.994,"130","130",TRUE
26,"sumtwo","1, 2, 3, 5, 8, 13, ","Sum the last two numbers",44.241,"21","21",TRUE
26,"sumtwo","6, 12, 18, 30, 48, 78, ","Sum the last two numbers",26.37,"126","126",TRUE
26,"sumtwo","1, 8, 9, 17, 26, 43, ","Sum the last two numbers",21.234,"69","69",TRUE
26,"sumtwo","9, 16, 25, 41, 66, 107, ","Sum the last two numbers",49.831,"173","173",TRUE
26,"sumtwo","4, 19, 23, 42, 65, 107, ","Sum the last two numbers",30.248,"172","172",TRUE
26,"xkc","7, 16, 25, 34, 43, 52, ","Add 9 to each number",65.71,"61","61",TRUE
26,"sumtwo","6, 20, 26, 46, 72, 118, ","Sum the last two numbers",41.969,"190","190",TRUE
26,"sumtwo","12, 15, 27, 42, 69, 111, ","Sum the last two numbers",37.46,"180","160",FALSE
26,"sumtwo","3, 16, 19, 35, 54, 89, ","Sum the last two numbers",22.104,"143","143",TRUE
26,"sumtwo","9, 14, 23, 37, 60, 97, ","Sum the last two numbers",18.793,"157","157",TRUE
26,"sumtwo","2, 7, 9, 16, 25, 41, ","Sum the last two numbers",22.986,"66","66",TRUE
26,"sumtwo","3, 17, 20, 37, 57, 94, ","Sum the last two numbers",19.835,"151","151",TRUE
26,"sumtwo","3, 15, 18, 33, 51, 84, ","Sum the last two numbers",14.646,"135","135",TRUE
26,"sumtwo","9, 20, 29, 49, 78, 127, ","Sum the last two numbers",24.928,"205","205",TRUE
26,"sumtwo","10, 17, 27, 44, 71, 115, ","Sum the last two numbers",59.118,"186","186",TRUE
26,"xkc","6, 16, 26, 36, 46, 56, ","Add 10 to each number",22.347,"66","102",FALSE
26,"sumtwo","13, 18, 31, 49, 80, 129, ","Sum the last two numbers",54.621,"209","209",TRUE
26,"sumtwo","8, 15, 23, 38, 61, 99, ","Sum the last two numbers",164.672,"160","160",TRUE
26,"sumtwo","16, 17, 33, 50, 83, 133, ","Sum the last two numbers",31.341,"216","116",FALSE
26,"sumtwo","1, 5, 6, 11, 17, 28, ","Sum the last two numbers",17.642,"45","45",TRUE
26,"sumtwo","15, 19, 34, 53, 87, 140, ","Sum the last two numbers",47.201,"227","227",TRUE
26,"sumtwo","3, 16, 19, 35, 54, 89, ","Sum the last two numbers",43.067,"143","143",TRUE
26,"sumtwo","6, 12, 18, 30, 48, 78, ","Sum the last two numbers",58.719,"126","126",TRUE
26,"sumtwo","11, 18, 29, 47, 76, 123, ","Sum the last two numbers",35.994,"199","199",TRUE
26,"sumtwo","2, 18, 20, 38, 58, 96, ","Sum the last two numbers",19.086,"154","154",TRUE
26,"xkc","4, 6, 8, 10, 12, 14, ","Add 2 to each number",18.56,"16","16",TRUE
26,"sumtwo","13, 19, 32, 51, 83, 134, ","Sum the last two numbers",57.57,"217","214",FALSE
26,"sumtwo","1, 18, 19, 37, 56, 93, ","Sum the last two numbers",17.419,"149","149",TRUE
26,"sumtwo","12, 18, 30, 48, 78, 126, ","Sum the last two numbers",27.407,"204","204",TRUE
26,"sumtwo","16, 19, 35, 54, 89, 143, ","Sum the last two numbers",41.198,"232","232",TRUE
26,"sumtwo","7, 17, 24, 41, 65, 106, ","Sum the last two numbers",34.01,"171","171",TRUE
26,"sumtwo","11, 20, 31, 51, 82, 133, ","Sum the last two numbers",27.76,"215","215",TRUE
26,"sumtwo","11, 14, 25, 39, 64, 103, ","Sum the last two numbers",13.688,"167","167",TRUE
26,"xkc","4, 10, 16, 22, 28, 34, ","Add 6 to each number",38.41,"40","40",TRUE
26,"xkc","10, 17, 24, 31, 38, 45, ","Add 7 to each number",25.727,"52","52",TRUE
26,"sumtwo","7, 9, 16, 25, 41, 66, ","Sum the last two numbers",56.326,"107","107",TRUE
26,"sumtwo","5, 9, 14, 23, 37, 60, ","Sum the last two numbers",18.143,"97","97",TRUE
27,"xkc","2, 5, 8, 11, 14, 17, ","Add 3 to each number",22.286,"20","20",TRUE
27,"xkc","4, 5, 6, 7, 8, 9, ","Add 1 to each number",6.754,"10","10",TRUE
27,"xkc","5, 11, 17, 23, 29, 35, ","Add 6 to each number",28.299,"41","41",TRUE
27,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",10.685,"62","62",TRUE
27,"xkc","4, 6, 8, 10, 12, 14, ","Add 2 to each number",7.288,"16","16",TRUE
27,"xkc","6, 14, 22, 30, 38, 46, ","Add 8 to each number",40.84,"54","54",TRUE
27,"xkc","5, 15, 25, 35, 45, 55, ","Add 10 to each number",10.735,"65","65",TRUE
27,"xkc","6, 13, 20, 27, 34, 41, ","Add 7 to each number",5.845,"48","48",TRUE
27,"xkc","8, 9, 10, 11, 12, 13, ","Add 1 to each number",6.047,"14","14",TRUE
27,"xkc","4, 9, 14, 19, 24, 29, ","Add 5 to each number",17.831,"34","34",TRUE
27,"sumtwo","8, 14, 22, 36, 58, 94, ","Sum the last two numbers",73.896,"152","152",TRUE
27,"xkc","8, 10, 12, 14, 16, 18, ","Add 2 to each number",22.593,"20","20",TRUE
27,"xkc","9, 15, 21, 27, 33, 39, ","Add 6 to each number",35.889,"45","45",TRUE
27,"xkc","3, 12, 21, 30, 39, 48, ","Add 9 to each number",26.156,"57","57",TRUE
27,"xkc","9, 10, 11, 12, 13, 14, ","Add 1 to each number",6.088,"15","15",TRUE
27,"xkc","10, 14, 18, 22, 26, 30, ","Add 4 to each number",8.016,"34","34",TRUE
27,"sumtwo","12, 17, 29, 46, 75, 121, ","Sum the last two numbers",55.342,"196","196",TRUE
27,"xkc","4, 8, 12, 16, 20, 24, ","Add 4 to each number",8.851,"28","28",TRUE
27,"xkc","8, 13, 18, 23, 28, 33, ","Add 5 to each number",7.893,"38","38",TRUE
27,"xkc","10, 19, 28, 37, 46, 55, ","Add 9 to each number",20.303,"64","64",TRUE
27,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",7.941,"37","37",TRUE
27,"xkc","2, 7, 12, 17, 22, 27, ","Add 5 to each number",12.14,"32","32",TRUE
27,"xkc","10, 11, 12, 13, 14, 15, ","Add 1 to each number",5488.264,"16","16",TRUE
27,"xkc","3, 11, 19, 27, 35, 43, ","Add 8 to each number",32.137,"51","51",TRUE
27,"xkc","4, 9, 14, 19, 24, 29, ","Add 5 to each number",99.801,"34","34",TRUE
27,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",26.915,"27","27",TRUE
27,"xkc","9, 11, 13, 15, 17, 19, ","Add 2 to each number",33.273,"21","21",TRUE
27,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",7.912,"27","27",TRUE
27,"xkc","8, 15, 22, 29, 36, 43, ","Add 7 to each number",30.231,"50","50",TRUE
27,"xkc","1, 8, 15, 22, 29, 36, ","Add 7 to each number",12.251,"43","43",TRUE
27,"xkc","3, 5, 7, 9, 11, 13, ","Add 2 to each number",12.818,"15","15",TRUE
27,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",8.261,"25","25",TRUE
27,"xkc","5, 9, 13, 17, 21, 25, ","Add 4 to each number",22.664,"29","29",TRUE
27,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",11.274,"37","37",TRUE
27,"xkc","8, 10, 12, 14, 16, 18, ","Add 2 to each number",5.062,"20","20",TRUE
27,"xkc","8, 13, 18, 23, 28, 33, ","Add 5 to each number",27.517,"38","38",TRUE
27,"xkc","4, 6, 8, 10, 12, 14, ","Add 2 to each number",6.477,"16","16",TRUE
27,"sumtwo","12, 14, 26, 40, 66, 106, ","Sum the last two numbers",19.494,"172","172",TRUE
27,"sumtwo","2, 11, 13, 24, 37, 61, ","Sum the last two numbers",54.353,"98","98",TRUE
27,"xkc","6, 8, 10, 12, 14, 16, ","Add 2 to each number",6.914,"18","18",TRUE
27,"xkc","1, 7, 13, 19, 25, 31, ","Add 6 to each number",6.076,"37","37",TRUE
27,"sumtwo","1, 19, 20, 39, 59, 98, ","Sum the last two numbers",13.324,"157","157",TRUE
27,"xkc","9, 16, 23, 30, 37, 44, ","Add 7 to each number",36.872,"51","51",TRUE
27,"xkc","10, 14, 18, 22, 26, 30, ","Add 4 to each number",6.968,"34","34",TRUE
27,"xkc","8, 16, 24, 32, 40, 48, ","Add 8 to each number",23.915,"56","56",TRUE
27,"xkc","6, 15, 24, 33, 42, 51, ","Add 9 to each number",27.116,"60","60",TRUE
27,"xkc","7, 17, 27, 37, 47, 57, ","Add 10 to each number",-81.966,"67","67",TRUE
27,"xkc","8, 14, 20, 26, 32, 38, ","Add 6 to each number",11.26,"44","44",TRUE
27,"xkc","6, 11, 16, 21, 26, 31, ","Add 5 to each number",6.695,"36","36",TRUE
27,"sumtwo","4, 19, 23, 42, 65, 107, ","Sum the last two numbers",21.225,"172","172",TRUE
28,"sumtwo","13, 18, 31, 49, 80, 129, ","Sum the last two numbers",109.302,"209","209",TRUE
28,"sumtwo","1, 4, 5, 9, 14, 23, ","Sum the last two numbers",30.447,"37","37",TRUE
28,"xkc","10, 18, 26, 34, 42, 50, ","Add 8 to each number",13.217,"58","58",TRUE
28,"sumtwo","8, 13, 21, 34, 55, 89, ","Sum the last two numbers",30.488,"144","144",TRUE
28,"xkc","9, 10, 11, 12, 13, 14, ","Add 1 to each number",8.988,"15","15",TRUE
28,"sumtwo","13, 17, 30, 47, 77, 124, ","Sum the last two numbers",22.162,"201","201",TRUE
28,"sumtwo","16, 19, 35, 54, 89, 143, ","Sum the last two numbers",24.75,"232","232",TRUE
28,"sumtwo","4, 20, 24, 44, 68, 112, ","Sum the last two numbers",29.296,"180","180",TRUE
28,"sumtwo","4, 4, 8, 12, 20, 32, ","Sum the last two numbers",10.274,"52","52",TRUE
28,"sumtwo","6, 19, 25, 44, 69, 113, ","Sum the last two numbers",18.552,"182","182",TRUE
28,"sumtwo","1, 13, 14, 27, 41, 68, ","Sum the last two numbers",20.335,"109","109",TRUE
28,"sumtwo","11, 19, 30, 49, 79, 128, ","Sum the last two numbers",18.545,"207","207",TRUE
28,"sumtwo","4, 6, 10, 16, 26, 42, ","Sum the last two numbers",10.577,"68","68",TRUE
28,"sumtwo","3, 8, 11, 19, 30, 49, ","Sum the last two numbers",10.4,"79","79",TRUE
28,"sumtwo","14, 17, 31, 48, 79, 127, ","Sum the last two numbers",17.231,"206","206",TRUE
28,"sumtwo","1, 8, 9, 17, 26, 43, ","Sum the last two numbers",10.066,"69","69",TRUE
28,"sumtwo","18, 18, 36, 54, 90, 144, ","Sum the last two numbers",13.539,"234","234",TRUE
28,"sumtwo","6, 8, 14, 22, 36, 58, ","Sum the last two numbers",19.712,"94","94",TRUE
28,"sumtwo","10, 16, 26, 42, 68, 110, ","Sum the last two numbers",11.094,"178","178",TRUE
28,"sumtwo","17, 19, 36, 55, 91, 146, ","Sum the last two numbers",12.415,"237","237",TRUE
28,"sumtwo","2, 9, 11, 20, 31, 51, ","Sum the last two numbers",9.426,"82","82",TRUE
28,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",16.899,"50","50",TRUE
28,"sumtwo","9, 16, 25, 41, 66, 107, ","Sum the last two numbers",20.294,"173","173",TRUE
28,"sumtwo","6, 19, 25, 44, 69, 113, ","Sum the last two numbers",23.482,"182","182",TRUE
28,"sumtwo","1, 5, 6, 11, 17, 28, ","Sum the last two numbers",25.143,"45","45",TRUE
28,"sumtwo","7, 12, 19, 31, 50, 81, ","Sum the last two numbers",13.433,"131","131",TRUE
28,"sumtwo","2, 5, 7, 12, 19, 31, ","Sum the last two numbers",11.234,"50","50",TRUE
28,"sumtwo","6, 19, 25, 44, 69, 113, ","Sum the last two numbers",20.302,"182","182",TRUE
28,"sumtwo","8, 19, 27, 46, 73, 119, ","Sum the last two numbers",19.398,"192","192",TRUE
28,"sumtwo","1, 19, 20, 39, 59, 98, ","Sum the last two numbers",19.149,"157","157",TRUE
28,"sumtwo","8, 20, 28, 48, 76, 124, ","Sum the last two numbers",18.116,"200","200",TRUE
28,"sumtwo","3, 13, 16, 29, 45, 74, ","Sum the last two numbers",19.07,"119","119",TRUE
28,"sumtwo","5, 6, 11, 17, 28, 45, ","Sum the last two numbers",17.546,"73","73",TRUE
28,"sumtwo","3, 6, 9, 15, 24, 39, ","Sum the last two numbers",19.501,"63","63",TRUE
28,"sumtwo","11, 12, 23, 35, 58, 93, ","Sum the last two numbers",17.909,"151","151",TRUE
28,"sumtwo","20, 20, 40, 60, 100, 160, ","Sum the last two numbers",10.271,"260","260",TRUE
28,"sumtwo","9, 11, 20, 31, 51, 82, ","Sum the last two numbers",11.963,"133","133",TRUE
28,"sumtwo","1, 4, 5, 9, 14, 23, ","Sum the last two numbers",11.478,"37","37",TRUE
28,"sumtwo","7, 14, 21, 35, 56, 91, ","Sum the last two numbers",10.693,"147","147",TRUE
28,"sumtwo","18, 19, 37, 56, 93, 149, ","Sum the last two numbers",17.957,"242","242",TRUE
28,"sumtwo","2, 10, 12, 22, 34, 56, ","Sum the last two numbers",12.799,"90","90",TRUE
28,"sumtwo","9, 19, 28, 47, 75, 122, ","Sum the last two numbers",17.611,"197","197",TRUE
28,"xkc","8, 12, 16, 20, 24, 28, ","Add 4 to each number",11.604,"32","32",TRUE
28,"sumtwo","3, 5, 8, 13, 21, 34, ","Sum the last two numbers",11.225,"55","55",TRUE
28,"sumtwo","1, 3, 4, 7, 11, 18, ","Sum the last two numbers",13.932,"29","30",FALSE
28,"xkc","5, 7, 9, 11, 13, 15, ","Add 2 to each number",7.779,"17","17",TRUE
28,"sumtwo","3, 4, 7, 11, 18, 29, ","Sum the last two numbers",17.126,"47","47",TRUE
28,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",8.439,"28","28",TRUE
28,"sumtwo","1, 8, 9, 17, 26, 43, ","Sum the last two numbers",10.459,"69","69",TRUE
28,"sumtwo","3, 9, 12, 21, 33, 54, ","Sum the last two numbers",13.826,"87","87",TRUE
29,"xkc","2, 5, 8, 11, 14, 17, ","Add 3 to each number",16.014,"20","20",TRUE
29,"xkc","1, 7, 13, 19, 25, 31, ","Add 6 to each number",7.267,"37","37",TRUE
29,"xkc","1, 3, 5, 7, 9, 11, ","Add 2 to each number",4.768,"13","13",TRUE
29,"xkc","6, 13, 20, 27, 34, 41, ","Add 7 to each number",5.868,"48","48",TRUE
29,"xkc","4, 10, 16, 22, 28, 34, ","Add 6 to each number",5.88,"40","40",TRUE
29,"xkc","8, 12, 16, 20, 24, 28, ","Add 4 to each number",3.85,"32","32",TRUE
29,"xkc","1, 6, 11, 16, 21, 26, ","Add 5 to each number",4.053,"31","31",TRUE
29,"xkc","6, 16, 26, 36, 46, 56, ","Add 10 to each number",5.198,"66","66",TRUE
29,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",4.218,"28","28",TRUE
29,"xkc","4, 10, 16, 22, 28, 34, ","Add 6 to each number",5.58,"40","40",TRUE
29,"sumtwo","6, 19, 25, 44, 69, 113, ","Sum the last two numbers",20.838,"182","182",TRUE
29,"xkc","5, 10, 15, 20, 25, 30, ","Add 5 to each number",4.183,"35","35",TRUE
29,"xkc","7, 14, 21, 28, 35, 42, ","Add 7 to each number",4.649,"49","49",TRUE
29,"xkc","3, 5, 7, 9, 11, 13, ","Add 2 to each number",4.69,"15","15",TRUE
29,"xkc","5, 14, 23, 32, 41, 50, ","Add 9 to each number",8.479,"59","59",TRUE
29,"xkc","1, 10, 19, 28, 37, 46, ","Add 9 to each number",9.512,"55","55",TRUE
29,"xkc","9, 14, 19, 24, 29, 34, ","Add 5 to each number",5.069,"39","39",TRUE
29,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",4.416,"50","50",TRUE
29,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",3.579,"28","28",TRUE
29,"xkc","3, 10, 17, 24, 31, 38, ","Add 7 to each number",4.106,"45","45",TRUE
29,"xkc","1, 11, 21, 31, 41, 51, ","Add 10 to each number",3.303,"61","61",TRUE
29,"xkc","7, 8, 9, 10, 11, 12, ","Add 1 to each number",4.696,"13","13",TRUE
29,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",4.836,"27","27",TRUE
29,"xkc","6, 12, 18, 24, 30, 36, ","Add 6 to each number",4.315,"42","42",TRUE
29,"xkc","4, 8, 12, 16, 20, 24, ","Add 4 to each number",4.402,"28","28",TRUE
29,"xkc","4, 6, 8, 10, 12, 14, ","Add 2 to each number",3.649,"16","16",TRUE
29,"xkc","6, 16, 26, 36, 46, 56, ","Add 10 to each number",3.824,"66","66",TRUE
29,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",4.307,"47","47",TRUE
29,"sumtwo","2, 13, 15, 28, 43, 71, ","Sum the last two numbers",13.631,"114","114",TRUE
29,"sumtwo","16, 19, 35, 54, 89, 143, ","Sum the last two numbers",11.386,"232","232",TRUE
29,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",4.685,"37","37",TRUE
29,"xkc","1, 6, 11, 16, 21, 26, ","Add 5 to each number",5.052,"31","31",TRUE
29,"sumtwo","16, 19, 35, 54, 89, 143, ","Sum the last two numbers",6.965,"232","232",TRUE
29,"xkc","1, 4, 7, 10, 13, 16, ","Add 3 to each number",4.518,"19","19",TRUE
29,"xkc","6, 11, 16, 21, 26, 31, ","Add 5 to each number",5.547,"36","36",TRUE
29,"xkc","4, 11, 18, 25, 32, 39, ","Add 7 to each number",5.339,"46","46",TRUE
29,"xkc","10, 18, 26, 34, 42, 50, ","Add 8 to each number",10.014,"58","58",TRUE
29,"xkc","7, 13, 19, 25, 31, 37, ","Add 6 to each number",7.715,"43","43",TRUE
29,"xkc","9, 15, 21, 27, 33, 39, ","Add 6 to each number",5.033,"45","45",TRUE
29,"xkc","10, 16, 22, 28, 34, 40, ","Add 6 to each number",4.28,"46","46",TRUE
29,"xkc","10, 11, 12, 13, 14, 15, ","Add 1 to each number",3.004,"16","16",TRUE
29,"sumtwo","1, 3, 4, 7, 11, 18, ","Sum the last two numbers",8.935,"29","29",TRUE
29,"xkc","3, 6, 9, 12, 15, 18, ","Add 3 to each number",5.248,"21","21",TRUE
29,"xkc","1, 11, 21, 31, 41, 51, ","Add 10 to each number",3.419,"61","61",TRUE
29,"xkc","9, 13, 17, 21, 25, 29, ","Add 4 to each number",5.849,"33","33",TRUE
29,"sumtwo","11, 13, 24, 37, 61, 98, ","Sum the last two numbers",9.981,"159","159",TRUE
29,"xkc","7, 13, 19, 25, 31, 37, ","Add 6 to each number",10.684,"43","41",FALSE
29,"xkc","3, 9, 15, 21, 27, 33, ","Add 6 to each number",6.965,"39","39",TRUE
29,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",4.785,"27","27",TRUE
29,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",4.233,"28","28",TRUE
30,"xkc","7, 17, 27, 37, 47, 57, ","Add 10 to each number",8.848,"67","67",TRUE
30,"xkc","3, 6, 9, 12, 15, 18, ","Add 3 to each number",10.557,"21","21",TRUE
30,"sumtwo","2, 4, 6, 10, 16, 26, ","Sum the last two numbers",41.38,"42","42",TRUE
30,"xkc","10, 11, 12, 13, 14, 15, ","Add 1 to each number",6.519,"16","16",TRUE
30,"sumtwo","2, 20, 22, 42, 64, 106, ","Sum the last two numbers",32.349,"170","170",TRUE
30,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",17.038,"38","38",TRUE
30,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",8.191,"50","50",TRUE
30,"xkc","5, 14, 23, 32, 41, 50, ","Add 9 to each number",9.896,"59","59",TRUE
30,"xkc","2, 9, 16, 23, 30, 37, ","Add 7 to each number",9.679,"44","44",TRUE
30,"xkc","2, 11, 20, 29, 38, 47, ","Add 9 to each number",10.595,"56","56",TRUE
30,"xkc","3, 13, 23, 33, 43, 53, ","Add 10 to each number",6.23,"63","63",TRUE
30,"xkc","10, 12, 14, 16, 18, 20, ","Add 2 to each number",6.018,"22","22",TRUE
30,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",7.234,"62","62",TRUE
30,"xkc","10, 19, 28, 37, 46, 55, ","Add 9 to each number",5.655,"64","64",TRUE
30,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",4.887,"68","68",TRUE
30,"xkc","4, 12, 20, 28, 36, 44, ","Add 8 to each number",9.089,"52","52",TRUE
30,"xkc","1, 3, 5, 7, 9, 11, ","Add 2 to each number",5.679,"13","13",TRUE
30,"xkc","2, 11, 20, 29, 38, 47, ","Add 9 to each number",7.007,"56","36",FALSE
30,"xkc","3, 5, 7, 9, 11, 13, ","Add 2 to each number",8.821,"15","15",TRUE
30,"xkc","7, 17, 27, 37, 47, 57, ","Add 10 to each number",7.971,"67","67",TRUE
30,"xkc","8, 12, 16, 20, 24, 28, ","Add 4 to each number",6.093,"32","32",TRUE
30,"xkc","2, 9, 16, 23, 30, 37, ","Add 7 to each number",8.869,"44","44",TRUE
30,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",5.215,"28","28",TRUE
30,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",5.024,"68","68",TRUE
30,"xkc","2, 7, 17, 37, 77, 157, ","Multiply by 2 and add 3",62.306,"317","317",TRUE
30,"xkc","4, 6, 8, 10, 12, 14, ","Add 2 to each number",7.129,"16","16",TRUE
30,"sumtwo","12, 13, 25, 38, 63, 101, ","Sum the last two numbers",12.466,"164","164",TRUE
30,"xkc","8, 17, 26, 35, 44, 53, ","Add 9 to each number",26.576,"62","62",TRUE
30,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",4.71,"62","62",TRUE
30,"xkc","9, 10, 11, 12, 13, 14, ","Add 1 to each number",6.178,"15","15",TRUE
30,"xkc","8, 16, 24, 32, 40, 48, ","Add 8 to each number",7.141,"56","56",TRUE
30,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",5.491,"62","62",TRUE
30,"sumtwo","1, 11, 12, 23, 35, 58, ","Sum the last two numbers",18.434,"93","93",TRUE
30,"xkc","6, 15, 24, 33, 42, 51, ","Add 9 to each number",10.641,"60","60",TRUE
30,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",13.264,"27","27",TRUE
30,"xkc","5, 10, 15, 20, 25, 30, ","Add 5 to each number",5.118,"35","35",TRUE
30,"xkc","9, 19, 29, 39, 49, 59, ","Add 10 to each number",4.683,"69","69",TRUE
30,"xkc","8, 14, 20, 26, 32, 38, ","Add 6 to each number",7.574,"44","44",TRUE
30,"xkc","4, 12, 20, 28, 36, 44, ","Add 8 to each number",9.396,"52","52",TRUE
30,"xkc","5, 6, 7, 8, 9, 10, ","Add 1 to each number",4.111,"11","11",TRUE
30,"xkc","9, 17, 25, 33, 41, 49, ","Add 8 to each number",11.783,"57","57",TRUE
30,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",7.165,"25","25",TRUE
30,"sumtwo","1, 4, 5, 9, 14, 23, ","Sum the last two numbers",10.339,"37","37",TRUE
30,"xkc","2, 3, 4, 5, 6, 7, ","Add 1 to each number",4.322,"8","8",TRUE
30,"xkc","2, 9, 16, 23, 30, 37, ","Add 7 to each number",16.094,"44","44",TRUE
30,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",4.78,"68","68",TRUE
30,"xkc","10, 18, 26, 34, 42, 50, ","Add 8 to each number",6.607,"58","58",TRUE
30,"sumtwo","1, 9, 10, 19, 29, 48, ","Sum the last two numbers",16.582,"77","77",TRUE
30,"xkc","4, 7, 10, 13, 16, 19, ","Add 3 to each number",9.789,"22","22",TRUE
30,"xkc","2, 7, 12, 17, 22, 27, ","Add 5 to each number",7.248,"32","32",TRUE
31,"sumtwo","1, 4, 5, 9, 14, 23, ","Sum the last two numbers",40.431,"37","37",TRUE
31,"sumtwo","2, 10, 12, 22, 34, 56, ","Sum the last two numbers",29.533,"90","90",TRUE
31,"sumtwo","2, 7, 9, 16, 25, 41, ","Sum the last two numbers",24.063,"66","66",TRUE
31,"sumtwo","1, 12, 13, 25, 38, 63, ","Sum the last two numbers",19.616,"101","101",TRUE
31,"sumtwo","10, 12, 22, 34, 56, 90, ","Sum the last two numbers",22.16,"146","146",TRUE
31,"xkc","8, 11, 14, 17, 20, 23, ","Add 3 to each number",10.31,"26","26",TRUE
31,"sumtwo","12, 20, 32, 52, 84, 136, ","Sum the last two numbers",18.592,"220","220",TRUE
